review_body,review_title,asin,pp_date,review_rating,review_date,product_name,retailer,text_clean,title_clean
terbodore is on of the tastiest roasters in the midlands and we get their capsules monthly. we love the taste of there blends. really good quality coffee,,PLID43684285,10/12/2020,4,2020-08-11,Terbodore Coffee Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,terbodore is on of the tastiest roasters in the midlands and we get their capsules monthly we love the taste of there blends really good quality coffee,
"great tasting coffee, works very well with no problems in the nespresso machine, i have been using these pods for a while.",,PLID43684285,10/12/2020,4,2020-08-02,Terbodore Coffee Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,great tasting coffee works very we will with no problems in the nespresso machine have been using these pods for while,
a little weak for me but not bad taste,,PLID43684285,10/12/2020,4,2020-07-18,Terbodore Coffee Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,little weak for me but not bad taste,
delicious!,,PLID43684285,10/12/2020,4,2020-06-11,Terbodore Coffee Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,delicious,
exceptional taste!,,PLID43684285,10/12/2020,5,2020-05-03,Terbodore Coffee Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,exceptional taste,
"great deal, great coffee",,PLID43684285,10/12/2020,5,2020-04-28,Terbodore Coffee Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,great deal great coffee,
"excellent coffee, roasted locally in kzn.",,PLID43684285,10/12/2020,5,2019-11-23,Terbodore Coffee Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,excellent coffee roasted locally in kzn,
great tasting coffee,,PLID43684285,10/12/2020,5,2019-08-02,Terbodore Coffee Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,great tasting coffee,
"delicious coffee, well packaged.",,PLID43684285,10/12/2020,5,2017-06-11,Terbodore Coffee Special - 40 Nespresso and Caffeluxe compatible coffee capsules,takealot,delicious coffee we will packaged,
"i love this coffee, i drink atleast 3 cups a day.",,PLID49124445,10/12/2020,5,2020-06-15,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,love this coffee drink atleast cups day,
tastes great!!!,,PLID49124445,10/12/2020,5,2020-06-09,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,tastes great,
well balanced,,PLID49124445,10/12/2020,5,2020-06-09,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,we will balanced,
these are delicious,,PLID49124445,10/12/2020,5,2020-06-05,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,these are delicious,
awesome taste excellent price!,,PLID49124445,10/12/2020,5,2020-06-03,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,awesome taste excellent price,
love these capsules. they are easy to use and taste great.,,PLID49124445,10/12/2020,5,2020-06-03,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,love these capsules they are easy to use and taste great,
i absolutely love these one cup lattes.,,PLID49124445,10/12/2020,5,2020-05-26,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,absolutely love these one cup lattes,
we love these! they are much better value than the rest of the range as you get 30 x latte's. the other pods are divided between milk and coffee which means you only get 16.,,PLID49124445,10/12/2020,5,2020-05-26,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,we love these they are much better value than the rest of the range as you get lattes the other pods are divided between milk and coffee which means you only get,
best coffee ever,,PLID49124445,10/12/2020,5,2020-05-25,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,best coffee ever,
my husband love this.,,PLID49124445,10/12/2020,5,2020-05-25,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,my husband love this,
love this coffee. one capsule. don't need to swop capsules for milk. not too strong. easiest perfect cup of anytime coffee,,PLID49124445,10/12/2020,5,2020-05-24,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,love this coffee one capsule do not need to swop capsules for milk not too strong easiest perfect cup of anytime coffee,
just what i needed to keep me going during teaching online during lockdown!,,PLID49124445,10/12/2020,5,2020-05-19,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,just what needed to keep me going during teaching online during lockdown,
a perfect taste of coffee,,PLID49124445,10/12/2020,5,2020-05-19,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,perfect taste of coffee,
delicious!,,PLID49124445,10/12/2020,5,2020-05-18,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,delicious,
value for money,,PLID49124445,10/12/2020,5,2020-05-18,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,value for money,
love the taste,,PLID49124445,10/12/2020,5,2020-05-17,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,love the taste,
good everyday coffee!,,PLID49124445,10/12/2020,5,2020-05-12,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,good everyday coffee,
never been disappointed with this product.,,PLID49124445,10/12/2020,5,2020-05-11,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,never been disappointed with this product,
delicious,,PLID49124445,10/12/2020,5,2020-05-11,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,delicious,
perfect! love the taste.,,PLID49124445,10/12/2020,5,2020-05-11,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,perfect love the taste,
good value for money. reasonable coffee. i am happy. ,,PLID54489196,10/12/2020,4,2020-10-20,Nespresso Caffeluxe Capsules Lungo Dark Roast Bulk 50,takealot,good value for money reasonable coffee am happy,
"lovely, full flavor. works perfectly fine in my nesperesso, not leaving any residue as some other brand might.  ",,PLID54489196,10/12/2020,5,2020-10-12,Nespresso Caffeluxe Capsules Lungo Dark Roast Bulk 50,takealot,lovely full flavor works perfectly fine in my nesperesso not leaving any residue as some other brand might,
great strength and body. the closest flavour you will get to the original nespresso pods,,PLID54489196,10/12/2020,5,2020-08-05,Nespresso Caffeluxe Capsules Lungo Dark Roast Bulk 50,takealot,great strength and body the closest flavour you will get to the original nespresso pods,
excellent value for money. really strong and rich creamy flavour,,PLID54489196,10/12/2020,5,2020-07-28,Nespresso Caffeluxe Capsules Lungo Dark Roast Bulk 50,takealot,excellent value for money really strong and rich creamy flavour,
excellent value and flavour.,,PLID54489196,10/12/2020,5,2020-05-26,Nespresso Caffeluxe Capsules Lungo Dark Roast Bulk 50,takealot,excellent value and flavour,
this is my brand. brilliant taste and superb quality. highly recommended.,,PLID54489196,10/12/2020,5,2020-03-11,Nespresso Caffeluxe Capsules Lungo Dark Roast Bulk 50,takealot,this is my brand brilliant taste and superb quality highly recommended,
good price for a quality product good price for a quality product,,PLID54489196,10/12/2020,4,2020-03-04,Nespresso Caffeluxe Capsules Lungo Dark Roast Bulk 50,takealot,good price for quality product good price for quality product,
"tasty, easy to use at the office, great coffee smell, good value for money!",,PLID54489196,10/12/2020,5,2020-02-24,Nespresso Caffeluxe Capsules Lungo Dark Roast Bulk 50,takealot,tasty easy to use at the office great coffee smell good value for money,
"i'm not typically a vida fan, however i have been pleasantly surprised with the auriga blend.",,PLID47904286,10/12/2020,5,2020-10-02,Vida e Caffe - Auriga Capsule Sleeve,takealot,am not typically vida fan however have been pleasantly surprised with the auriga blend,
love the rich full flavour of this coffee. no bitter burnt after taste that most other coffee brands have.,,PLID47904286,10/12/2020,5,2020-08-12,Vida e Caffe - Auriga Capsule Sleeve,takealot,love the rich full flavour of this coffee no bitter burnt after taste that most other coffee brands have,
good coffee but capsule is not nespresso compatible,,PLID47904286,10/12/2020,4,2020-08-07,Vida e Caffe - Auriga Capsule Sleeve,takealot,good coffee but capsule is not nespresso compatible,
the best of the vida capsule range.,,PLID47904286,10/12/2020,5,2020-07-30,Vida e Caffe - Auriga Capsule Sleeve,takealot,the best of the vida capsule range,
coffee tastes a bit watery,,PLID47904286,10/12/2020,3,2020-06-20,Vida e Caffe - Auriga Capsule Sleeve,takealot,coffee tastes bit watery,
my favourite flavour from vida. works brilliantly in my nespresso machine. i enjoy all of the vida capsules because they basically taste the same as coffee from the vida kiosks!,,PLID47904286,10/12/2020,5,2020-05-06,Vida e Caffe - Auriga Capsule Sleeve,takealot,my favourite flavour from vida works brilliantly in my nespresso machine enjoy all of the vida capsules because they basically taste the same as coffee from the vida kiosks,
great value and excellent coffee,,PLID47904286,10/12/2020,5,2020-05-06,Vida e Caffe - Auriga Capsule Sleeve,takealot,great value and excellent coffee,
coffee tastes great but doesnt seem to work with the nespresso m achine that well. the capsule design is incompatible and it does extract the right amount of coffee. i stopped using these fearing my machine would break.,,PLID47904286,10/12/2020,2,2020-04-04,Vida e Caffe - Auriga Capsule Sleeve,takealot,coffee tastes great but does not seem to work with the nespresso achine that we will the capsule design is incompatible and it does extract the right amount of coffee stopped using these fearing my machine would break,
nice flavor at a good price,,PLID47904286,10/12/2020,4,2019-02-01,Vida e Caffe - Auriga Capsule Sleeve,takealot,nice flavor at good price,
"robust, flavorful capsule. works perfectly with my nespresso machine",,PLID47904286,10/12/2020,4,2018-10-08,Vida e Caffe - Auriga Capsule Sleeve,takealot,robust flavorful capsule works perfectly with my nespresso machine,
i returned both.,,PLID47904286,10/12/2020,2,2018-09-06,Vida e Caffe - Auriga Capsule Sleeve,takealot,returned both,
always coming back for more,,PLID49124445,10/12/2020,5,2020-05-10,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,always coming back for more,
love these,,PLID49124445,10/12/2020,5,2020-05-06,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,love these,
what a awesome taste,,PLID49124445,10/12/2020,5,2020-05-06,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,what awesome taste,
perfect as always,,PLID49124445,10/12/2020,5,2020-05-06,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,perfect as always,
"so creamy and tasty, it makes the cafe world live. my favourite thus far",,PLID49124445,10/12/2020,5,2020-05-05,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,so creamy and tasty it makes the cafe world live my favourite thus far,
the size of the box makes this worth the money - great taste - this is our go-to dolce gusto pods,,PLID49124445,10/12/2020,5,2020-05-04,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,the size of the box makes this worth the money great taste this is our goto dolce gusto pods,
excellent value for money. simply delicious.,,PLID49124445,10/12/2020,5,2020-05-04,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,excellent value for money simply delicious,
delicious favorite in our house great price,,PLID49124445,10/12/2020,5,2020-05-03,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,delicious favorite in our house great price,
great taste,,PLID49124445,10/12/2020,5,2020-05-02,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,great taste,
great coffee,,PLID49124445,10/12/2020,4,2020-04-29,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,great coffee,
"quick, easy to make and very tasty!!",,PLID49124445,10/12/2020,5,2020-04-28,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,quick easy to make and very tasty,
my absolute favourite!,,PLID49124445,10/12/2020,5,2020-04-28,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,my absolute favourite,
"i love this product, however i wish i could use it more than once. i don't know if i am using wrong maybe, but that's just what my opinion is.",,PLID49124445,10/12/2020,4,2020-04-28,NESCAFÉ Dolce Gusto Café Au Lait Magnum 30 Capsules,takealot,love this product however wish could use it more than once do not know if am using wrong maybe but that is just what my opinion is,
