content,country,crawl_date,date,enseigneID,enseigneName,productName,product_id,product_rating_average,product_rating_count,rating
I have been buying the range for a while now. The coffee is tasty although the Decaf pods are getting jammed in my Nespresso machine. We are having to make a hole at the base in order for the pod to be used. I buy most of the variants but only have this issue with the decaf pods.   ,UK,10/12/2020,1 February 2019,1,takealot,Caffeluxe - Decaff Espresso Capsules,PLID33067434,4.2/5,13,2.0/5
Very weak,UK,10/12/2020,7 February 2018,1,takealot,Caffeluxe - Decaff Espresso Capsules,PLID33067434,4.2/5,13,2.0/5
"This is roughly half price from Nespresso's capsules. However, if you want a full cup of coffee you need to use two capsules because your coffee will otherwise be watery. So unless you like your decaf short or watery you need to use two capsules....which means you might as well buy the real deal and pay for Nespresso's product. Flavour and texture of the coffee though is excellent!!",UK,10/12/2020,18 August 2017,1,takealot,Caffeluxe - Decaff Espresso Capsules,PLID33067434,4.2/5,13,3.0/5
Great product.,UK,10/12/2020,25 January 2017,1,takealot,Caffeluxe - Decaff Espresso Capsules,PLID33067434,4.2/5,13,5.0/5
A lovely decaffeinated coffee. Enjoy the rich and full taste of capsule coffee without the caffeine boost. Lovely for late at night. ,UK,10/12/2020,8 October 2016,1,takealot,Caffeluxe - Decaff Espresso Capsules,PLID33067434,4.2/5,13,5.0/5
"Great quality and taste, perfect for the price. Will definitely buy again.",UK,10/12/2020,20 July 2020,1,takealot,Coffee Capsules Bulk Variety includes Decaffe Nespresso Compatible - 100,PLID69090281,2.5/5,2,4.0/5
Very low quality capsules,UK,10/12/2020,18 June 2020,1,takealot,Coffee Capsules Bulk Variety includes Decaffe Nespresso Compatible - 100,PLID69090281,2.5/5,2,1.0/5
Awesome,UK,10/12/2020,5 June 2020,1,takealot,red espresso Vanilla Rooibos 30 Capsules for Nespresso & Caffeluxe,PLID46639855,4.7/5,6,5.0/5
The Red Espresso range is a great alternative to Nespresso coffee with the same convenience and 'perfect every time' quality that is offered by that capsule system.,UK,10/12/2020,3 June 2020,1,takealot,red espresso Vanilla Rooibos 30 Capsules for Nespresso & Caffeluxe,PLID46639855,4.7/5,6,5.0/5
Great flavour and easy to use.,UK,10/12/2020,20 May 2020,1,takealot,red espresso Vanilla Rooibos 30 Capsules for Nespresso & Caffeluxe,PLID46639855,4.7/5,6,5.0/5
Great quality taste and fair price,UK,10/12/2020,18 May 2020,1,takealot,red espresso Vanilla Rooibos 30 Capsules for Nespresso & Caffeluxe,PLID46639855,4.7/5,6,5.0/5
I love RedNespresso and the vanilla flavour in particular. The product is great but it is unfortunately more expensive than its usual price in the shops before COVID-19 so somebody is taking advantage of the situation.,UK,10/12/2020,6 May 2020,1,takealot,red espresso Vanilla Rooibos 30 Capsules for Nespresso & Caffeluxe,PLID46639855,4.7/5,6,3.0/5
I am addicted to these capsules and was happy to buy these at a great price.,UK,10/12/2020,29 January 2020,1,takealot,red espresso Vanilla Rooibos 30 Capsules for Nespresso & Caffeluxe,PLID46639855,4.7/5,6,5.0/5
Good coffee for a decent price. Works perfect with my nespresso machine.,UK,10/12/2020,21 July 2020,1,takealot,Caffeluxe - Origins - Italian Blend Dark Roast Espresso Capsules,PLID33067452,4.3/5,15,4.0/5
"I was excited to read the previous reviews, and ultimately find a nice and strong coffee capsule, that was decently priced.
Unfortunately these capsules are of an inferior quality ... and by this I mean the capsule itself. I had used 5 of them, and in each case, the capsule contorts, and the top layer of foil bursts open fouling the machine, and an insipid result in the cup.
I have take this up with the manufacturer, but I will bin the remaining lot I have.",UK,10/12/2020,13 October 2018,1,takealot,Caffeluxe - Origins - Italian Blend Dark Roast Espresso Capsules,PLID33067452,4.3/5,15,1.0/5
Lovely strong flavor and excellent taste ,UK,10/12/2020,20 April 2018,1,takealot,Caffeluxe - Origins - Italian Blend Dark Roast Espresso Capsules,PLID33067452,4.3/5,15,4.0/5
"YUMMMMMMMMMMMMY
I will definitely order this again",UK,10/12/2020,3 April 2018,1,takealot,Caffeluxe - Origins - Italian Blend Dark Roast Espresso Capsules,PLID33067452,4.3/5,15,4.0/5
Nice! Fairly strong,UK,10/12/2020,26 March 2018,1,takealot,Caffeluxe - Origins - Italian Blend Dark Roast Espresso Capsules,PLID33067452,4.3/5,15,4.0/5
Great coffee at a really good price..,UK,10/12/2020,6 February 2018,1,takealot,Caffeluxe - Origins - Italian Blend Dark Roast Espresso Capsules,PLID33067452,4.3/5,15,5.0/5
4 stars for sure - 5 for the price!,UK,10/12/2020,13 December 2017,1,takealot,Caffeluxe - Origins - Italian Blend Dark Roast Espresso Capsules,PLID33067452,4.3/5,15,4.0/5
good value,UK,10/12/2020,24 September 2017,1,takealot,Caffeluxe - Origins - Italian Blend Dark Roast Espresso Capsules,PLID33067452,4.3/5,15,4.0/5
Excellent - the only coffee I drink,UK,10/12/2020,26 July 2017,1,takealot,Caffeluxe - Origins - Italian Blend Dark Roast Espresso Capsules,PLID33067452,4.3/5,15,5.0/5
Great value. These capsules are fabulous.,UK,10/12/2020,26 February 2017,1,takealot,Caffeluxe - Origins - Italian Blend Dark Roast Espresso Capsules,PLID33067452,4.3/5,15,4.0/5
"good value for money, nice strong expresso",UK,10/12/2020,11 January 2017,1,takealot,Caffeluxe - Origins - Italian Blend Dark Roast Espresso Capsules,PLID33067452,4.3/5,15,5.0/5
Absolutely divine definitely will be ordering soon,UK,10/12/2020,8 January 2017,1,takealot,Caffeluxe - Origins - Italian Blend Dark Roast Espresso Capsules,PLID33067452,4.3/5,15,5.0/5
Tastes great and works well in a Nespresso machine.,UK,10/12/2020,9 March 2016,1,takealot,Caffeluxe - Origins - Italian Blend Dark Roast Espresso Capsules,PLID33067452,4.3/5,15,5.0/5
Very nice blend. Easy and quick.,UK,10/12/2020,9 March 2015,1,takealot,Caffeluxe - Origins - Italian Blend Dark Roast Espresso Capsules,PLID33067452,4.3/5,15,5.0/5
Very nice and not too strong...!,UK,10/12/2020,4 February 2015,1,takealot,Caffeluxe - Origins - Italian Blend Dark Roast Espresso Capsules,PLID33067452,4.3/5,15,5.0/5
Great tasting coffee.  Only small issue is occasionally the pods get stuck in Nespresson machine.,UK,10/12/2020,11 September 2020,1,takealot,Terbodore The Great Dane 40 Coffee Capsules for Nespresso & Caffeluxe,PLID46639847,4.0/5,6,4.0/5
"A staple, reliable and good coffee. This isn't some out there brew bru but rather a coffee that you can rely on to not disappoint or amaze. This is probably my favourite coffee capsule to just have around the house and it is definitely my go to capsule whenever I feel indecisive about what I want.",UK,10/12/2020,3 July 2020,1,takealot,Terbodore The Great Dane 40 Coffee Capsules for Nespresso & Caffeluxe,PLID46639847,4.0/5,6,4.0/5
Great taste.,UK,10/12/2020,23 June 2020,1,takealot,Terbodore The Great Dane 40 Coffee Capsules for Nespresso & Caffeluxe,PLID46639847,4.0/5,6,4.0/5
"Great coffee. The only reason I gave it 4 stars and not 5 is because coffee is all about personal taste, so one man's perfect is another man's yuk!",UK,10/12/2020,1 February 2020,1,takealot,Terbodore The Great Dane 40 Coffee Capsules for Nespresso & Caffeluxe,PLID46639847,4.0/5,6,4.0/5
My wife favourite coffee. Repeat order.,UK,10/12/2020,21 January 2020,1,takealot,Terbodore The Great Dane 40 Coffee Capsules for Nespresso & Caffeluxe,PLID46639847,4.0/5,6,4.0/5
"Great coffee, none of the crank flavours, just good coffee
",UK,10/12/2020,12 September 2017,1,takealot,Terbodore The Great Dane 40 Coffee Capsules for Nespresso & Caffeluxe,PLID46639847,4.0/5,6,4.0/5
Love this coffee!,UK,10/12/2020,23 December 2019,1,takealot,Lavazza A Modo Mio Compatible Italian Variety - 64 Capsules,PLID52621163,4.5/5,2,5.0/5
Good product,UK,10/12/2020,4 December 2019,1,takealot,Lavazza A Modo Mio Compatible Italian Variety - 64 Capsules,PLID52621163,4.5/5,2,4.0/5
Good!,UK,10/12/2020,5 November 2020,1,takealot,Importers Milano 40 Coffee Capsules for Nespresso & Caffeluxe,PLID46639879,4.5/5,4,4.0/5
"Cant expect better for the price, good taste and not to strong",UK,10/12/2020,12 September 2020,1,takealot,Importers Milano 40 Coffee Capsules for Nespresso & Caffeluxe,PLID46639879,4.5/5,4,4.0/5
Good strong coffee,UK,10/12/2020,9 September 2020,1,takealot,Importers Milano 40 Coffee Capsules for Nespresso & Caffeluxe,PLID46639879,4.5/5,4,5.0/5
100% quality at half the price of competitors,UK,10/12/2020,17 May 2020,1,takealot,Importers Milano 40 Coffee Capsules for Nespresso & Caffeluxe,PLID46639879,4.5/5,4,5.0/5
good coffee too. ,UK,10/12/2020,11 April 2019,1,takealot,Italian Coffee Decaffe Nespresso Compatible Capsules - 40,PLID53187696,5.0/5,1,5.0/5
"I bought this for my dad and he really enjoys the flavour. He went through a pack of 10 pods in literally a day. So he's toddled off to get himself the armies load (as he put it) but he is just going to buy one of a slightly stronger kick. Otherwise  he's as happy as can be,",UK,10/12/2020,5 January 2020,1,takealot,Caffeluxe - Gourmet Roast Espresso Capsules,PLID33067428,3.9/5,14,5.0/5
Does the job,UK,10/12/2020,9 May 2018,1,takealot,Caffeluxe - Gourmet Roast Espresso Capsules,PLID33067428,3.9/5,14,5.0/5
delicious,UK,10/12/2020,16 November 2017,1,takealot,Caffeluxe - Gourmet Roast Espresso Capsules,PLID33067428,3.9/5,14,4.0/5
Very good coffee,UK,10/12/2020,24 July 2017,1,takealot,Caffeluxe - Gourmet Roast Espresso Capsules,PLID33067428,3.9/5,14,5.0/5
Drink it everyday. Cant start my day with a cup of this.,UK,10/12/2020,23 June 2017,1,takealot,Caffeluxe - Gourmet Roast Espresso Capsules,PLID33067428,3.9/5,14,5.0/5
For the price not bad. Very good flavour and tasty. Makes for an enjoyable cup of coffee if you're not that fussy about your coffee. It works in my Nespresso Pixie but the machine runs a lot longer - so much that I decided to stop it manually in fear that something might break.,UK,10/12/2020,18 April 2017,1,takealot,Caffeluxe - Gourmet Roast Espresso Capsules,PLID33067428,3.9/5,14,4.0/5
The most flavourful out of all the available Caffe Lux capsules - I highly recommend this one...perfectly balanced taste!,UK,10/12/2020,29 July 2016,1,takealot,Caffeluxe - Gourmet Roast Espresso Capsules,PLID33067428,3.9/5,14,5.0/5
"You get what you pay for. Coffee flavoured water, at best. I have a Nespresso U-series machine and if I'm lucky enough, the machine makes coffee flavoured water, otherwise it just gets stuck and makes hot water.

And the capsules don't exit the machine properly.
",UK,10/12/2020,22 May 2016,1,takealot,Caffeluxe - Gourmet Roast Espresso Capsules,PLID33067428,3.9/5,14,1.0/5
"i have the nespresso umilk. these capsules only give you 25ml of expresso whilst the original gives you 50ml. 
flavour is decent",UK,10/12/2020,16 May 2016,1,takealot,Caffeluxe - Gourmet Roast Espresso Capsules,PLID33067428,3.9/5,14,3.0/5
Great flavour,UK,10/12/2020,16 May 2016,1,takealot,Caffeluxe - Gourmet Roast Espresso Capsules,PLID33067428,3.9/5,14,4.0/5
"Decent, but not as good as the dark roast. May just be personal preference.",UK,10/12/2020,11 January 2016,1,takealot,Caffeluxe - Gourmet Roast Espresso Capsules,PLID33067428,3.9/5,14,3.0/5
Awesum coffe,UK,10/12/2020,21 April 2015,1,takealot,Caffeluxe - Gourmet Roast Espresso Capsules,PLID33067428,3.9/5,14,5.0/5
"Not bad, but not the best available",UK,10/12/2020,10 March 2015,1,takealot,Caffeluxe - Gourmet Roast Espresso Capsules,PLID33067428,3.9/5,14,3.0/5
Good product although I prefer Dark Roast. Good value!,UK,10/12/2020,27 December 2014,1,takealot,Caffeluxe - Gourmet Roast Espresso Capsules,PLID33067428,3.9/5,14,3.0/5
Love it,UK,10/12/2020,30 July 2020,1,takealot,Importers Mocha Java 40 Coffee Capsules for Nespresso & Caffeluxe,PLID46639877,5.0/5,1,5.0/5
A nice combination of flavors. Will definitely reorder,UK,10/12/2020,15 April 2020,1,takealot,Importers Coffee Variety 40 Coffee Capsules for Nespresso & Caffeluxe,PLID46639874,3.5/5,2,4.0/5
Capsules came individually wrapped and only received 39 not the 40.,UK,10/12/2020,14 February 2018,1,takealot,Importers Coffee Variety 40 Coffee Capsules for Nespresso & Caffeluxe,PLID46639874,3.5/5,2,3.0/5
Beautiful brand of coffee. Well worth the price,UK,10/12/2020,29 August 2020,1,takealot,Terbodore This Is Africa 40 Coffee Capsules for Nespresso & Caffeluxe,PLID46639848,4.8/5,4,5.0/5
Really good coffee,UK,10/12/2020,27 April 2020,1,takealot,Terbodore This Is Africa 40 Coffee Capsules for Nespresso & Caffeluxe,PLID46639848,4.8/5,4,5.0/5
Flavorful and tasty coffee. Consistently good,UK,10/12/2020,23 October 2018,1,takealot,Terbodore This Is Africa 40 Coffee Capsules for Nespresso & Caffeluxe,PLID46639848,4.8/5,4,5.0/5
"Great coffee, none of the crank flavours, just good coffee",UK,10/12/2020,12 September 2017,1,takealot,Terbodore This Is Africa 40 Coffee Capsules for Nespresso & Caffeluxe,PLID46639848,4.8/5,4,4.0/5
Very nice coffee at a reasonable price.,UK,10/12/2020,11 July 2020,1,takealot,50 Bulk Medium Roast Coffee Capsules – Nespresso and Caffeluxe compatible,PLID43684292,5.0/5,1,5.0/5
Have enjoyed the product & continue to reorder. ,UK,10/12/2020,1 October 2020,1,takealot,Caffitaly Compatible - Bulk Special - 72 Coffee Capsules,PLID42194563,4.3/5,3,5.0/5
Happy but unhappy with the escalating cost of coffee pods!  ,UK,10/12/2020,10 December 2019,1,takealot,Caffitaly Compatible - Bulk Special - 72 Coffee Capsules,PLID42194563,4.3/5,3,4.0/5
"Good price, good taste.",UK,10/12/2020,14 August 2018,1,takealot,Caffitaly Compatible - Bulk Special - 72 Coffee Capsules,PLID42194563,4.3/5,3,4.0/5
"Absolutely terrible has a very sharp distastefull after taste,would have sent it back but just too much an issue to organise everything",UK,10/12/2020,9 March 2020,1,takealot,Caffe Molinari - Nespresso Compatible Decaf Capsules,PLID45018927,3.0/5,4,1.0/5
Really love this taste. Its creamy and really love my cup of coffee,UK,10/12/2020,9 October 2019,1,takealot,Caffe Molinari - Nespresso Compatible Decaf Capsules,PLID45018927,3.0/5,4,5.0/5
excellent tasting product,UK,10/12/2020,5 October 2019,1,takealot,Caffe Molinari - Nespresso Compatible Decaf Capsules,PLID45018927,3.0/5,4,5.0/5
"It isn't coffee!!! But if you chose red capsules (it's not Deca), it is a good Italian coffee.",UK,10/12/2020,16 May 2018,1,takealot,Caffe Molinari - Nespresso Compatible Decaf Capsules,PLID45018927,3.0/5,4,1.0/5
Great choice of coffee. Nice to try new brands!,UK,10/12/2020,30 March 2020,1,takealot,Caffeluxe Espresso Ground Single Origin Medium - Dark Roast - 250g,PLID65625330,5.0/5,1,5.0/5
"Toasty but not bitter, and very flavourful.",UK,10/12/2020,25 November 2020,1,takealot,Caffeluxe Plunger Ground Gourmet Espresso Blend Dark Roast - 1kg,PLID65625327,4.3/5,3,5.0/5
"My favorite in the Caffeluxe range. Great aroma, with a deep dark roast flavor. So good!",UK,10/12/2020,7 July 2020,1,takealot,Caffeluxe Plunger Ground Gourmet Espresso Blend Dark Roast - 1kg,PLID65625327,4.3/5,3,5.0/5
"Average coffee, useful as everyday use etc.",UK,10/12/2020,9 June 2020,1,takealot,Caffeluxe Plunger Ground Gourmet Espresso Blend Dark Roast - 1kg,PLID65625327,4.3/5,3,3.0/5
Very weak coffee,UK,10/12/2020,24 January 2019,1,takealot,50 Bulk Dark Roast Coffee Capsules - Nespresso and Caffeluxe Compatible,PLID43684291,3.0/5,3,1.0/5
Good Value Product,UK,10/12/2020,13 April 2018,1,takealot,50 Bulk Dark Roast Coffee Capsules - Nespresso and Caffeluxe Compatible,PLID43684291,3.0/5,3,4.0/5
Capsules work well in our Nespresso machine and coffee tastes good.,UK,10/12/2020,10 November 2017,1,takealot,50 Bulk Dark Roast Coffee Capsules - Nespresso and Caffeluxe Compatible,PLID43684291,3.0/5,3,4.0/5
"Best product for Caffitaly coffee machine.  Standard order, buy every month.",UK,10/12/2020,16 September 2019,1,takealot,Caffitaly Compatible - Coffee Variety (includes Decaffe)- 48 Coffee Capsules,PLID42194562,3.5/5,2,5.0/5
really a poor substitute for the real caffitaly capsules. Not great coffee ,UK,10/12/2020,9 March 2017,1,takealot,Caffitaly Compatible - Coffee Variety (includes Decaffe)- 48 Coffee Capsules,PLID42194562,3.5/5,2,2.0/5
Absolutely fantastic coffee! ,UK,10/12/2020,7 September 2020,1,takealot,Caffeluxe - Origins - French Blend Medium Roast Espresso Capsules,PLID33067451,4.6/5,9,5.0/5
Had to buy 2 more packs because my brother and his girlfriend kept stealing mine. Delicious!,UK,10/12/2020,21 August 2020,1,takealot,Caffeluxe - Origins - French Blend Medium Roast Espresso Capsules,PLID33067451,4.6/5,9,5.0/5
Good coffee. Good value for money. Works perfect in my nespresso machine.,UK,10/12/2020,21 July 2020,1,takealot,Caffeluxe - Origins - French Blend Medium Roast Espresso Capsules,PLID33067451,4.6/5,9,4.0/5
Great coffee just what i needed to start my day,UK,10/12/2020,24 June 2020,1,takealot,Caffeluxe - Origins - French Blend Medium Roast Espresso Capsules,PLID33067451,4.6/5,9,5.0/5
Tastes good. Water filters through without difficulty,UK,10/12/2020,11 February 2019,1,takealot,Caffeluxe - Origins - French Blend Medium Roast Espresso Capsules,PLID33067451,4.6/5,9,5.0/5
"Medium roast that is a bit stronger then the other in its brand. Works very well in
my nespresso machine",UK,10/12/2020,10 August 2018,1,takealot,Caffeluxe - Origins - French Blend Medium Roast Espresso Capsules,PLID33067451,4.6/5,9,4.0/5
