review_body,review_title,asin,pp_date,review_rating,review_date,product_name,retailer,text_clean,title_clean,review,opinion,ml_score,text,ml_topic
very disappointed by these. terbodore's filter coffee is amazing but these capsules are very bland and weak and hardly taste of coffee. i definitely won't order them again. ,,PLID46639849,10/12/2020,1,2017-10-09,Terbodore French Vanilla 40 Coffee Capsules for Nespresso & Caffeluxe,takealot,very disappointed by these terbodores filter coffee is amazing but these capsules are very bland and weak and hardly taste of coffee definitely will not order them again,,very disappointed by these. terbodore's filter coffee is amazing but these capsules are very bland and weak and hardly taste of coffee. i definitely won't order them again.  ,[],-1,very disappointed by these terbodores filter coffee is amazing but these capsules are very bland and weak and hardly taste of coffee definitely will not order them again ,"['delivery', 'taste']"
awesome product with great flavor.,,PLID47904287,10/12/2020,5,2020-08-05,Vida e Caffe - Capella Capsule Sleeve,takealot,awesome product with great flavor,,awesome product with great flavor. ,"['awesome product', 'great flavor']",1,awesome product with great flavor ,['taste']
its not that good. rather spend more and buy the nespresso pods,,PLID47904287,10/12/2020,2,2020-06-03,Vida e Caffe - Capella Capsule Sleeve,takealot,it is not that good rather spend more and buy the nespresso pods,,its not that good. rather spend more and buy the nespresso pods ,[],-1,it is not that good rather spend more and buy the nespresso pods ,[]
love this coffee. ,,PLID47904287,10/12/2020,5,2020-05-29,Vida e Caffe - Capella Capsule Sleeve,takealot,love this coffee,,love this coffee.  ,[],1,love this coffee ,[]
coffee tastes great but doesnt seem to work with the nespresso m achine that well. the capsule design is incompatible and it does extract the right amount of coffee. i stopped using these fearing my machine would break.,,PLID47904287,10/12/2020,2,2020-04-04,Vida e Caffe - Capella Capsule Sleeve,takealot,coffee tastes great but does not seem to work with the nespresso achine that we will the capsule design is incompatible and it does extract the right amount of coffee stopped using these fearing my machine would break,,coffee tastes great but doesnt seem to work with the nespresso m achine that well. the capsule design is incompatible and it does extract the right amount of coffee. i stopped using these fearing my machine would break. ,['right amount'],-1,coffee tastes great but does not seem to work with the nespresso achine that we will the capsule design is incompatible and it does extract the right amount of coffee stopped using these fearing my machine would break ,"['allergens', 'taste']"
not the best vida e caffe i've had. very weak.,,PLID47904287,10/12/2020,2,2019-02-01,Vida e Caffe - Capella Capsule Sleeve,takealot,not the best vida caffe have had very weak,,not the best vida e caffe i've had. very weak. ,[],-1,not the best vida caffe have had very weak ,[]
"capsules are not of great quality - plastic, with an aluminium foil front- and back-end. not all the capsules are properly sealed air-tight.
coffee tastes great though. taste is balanced. not too strong, with a decent body expected of this light roast. tastes nice. ",,PLID47904287,10/12/2020,3,2018-10-16,Vida e Caffe - Capella Capsule Sleeve,takealot,capsules are not of great quality plastic with an aluminium foil front and backend not all the capsules are properly sealed airtight coffee tastes great though taste is balanced not too strong with decent body expected of this light roast tastes nice,,"capsules are not of great quality - plastic, with an aluminium foil front- and back-end. not all the capsules are properly sealed air-tight.
coffee tastes great though. taste is balanced. not too strong, with a decent body expected of this light roast. tastes nice.  ","['great quality plastic', 'decent body']",1,capsules are not of great quality plastic with an aluminium foil front and backend not all the capsules are properly sealed airtight coffee tastes great though taste is balanced not too strong with decent body expected of this light roast tastes nice ,"['packaging', 'taste']"
"good coffee, and the capsules work well in my nespresso essenza mini.",,PLID45018925,10/12/2020,4,2020-10-06,Caffe Molinari - Nespresso Compatible Oro Capsules,takealot,good coffee and the capsules work we will in my nespresso essenza mini,,"good coffee, and the capsules work well in my nespresso essenza mini. ",['good coffee'],1,good coffee and the capsules work we will in my nespresso essenza mini ,[]
i have tried every different nespresso compatible pod out there and these are the best pods i have had by far besides the pods provided directly from nespresso.,,PLID45018925,10/12/2020,5,2020-05-12,Caffe Molinari - Nespresso Compatible Oro Capsules,takealot,have tried every different nespresso compatible pod out there and these are the best pods have had by far besides the pods provided directly from nespresso,,i have tried every different nespresso compatible pod out there and these are the best pods i have had by far besides the pods provided directly from nespresso. ,"['different nespresso compatible pod', 'good pod']",1,have tried every different nespresso compatible pod out there and these are the best pods have had by far besides the pods provided directly from nespresso ,['delivery']
taste is really nice.,,PLID45018925,10/12/2020,4,2019-12-25,Caffe Molinari - Nespresso Compatible Oro Capsules,takealot,taste is really nice,,taste is really nice. ,[],1,taste is really nice ,['taste']
nice italian coffee,,PLID45018925,10/12/2020,4,2018-05-16,Caffe Molinari - Nespresso Compatible Oro Capsules,takealot,nice italian coffee,,nice italian coffee ,['nice italian coffee'],1,nice italian coffee ,[]
"good enough coffee, capsules indeed nespresso compatible.  delivery was long, took a week to arrive",,PLID45018925,10/12/2020,4,2017-10-13,Caffe Molinari - Nespresso Compatible Oro Capsules,takealot,good enough coffee capsules indeed nespresso compatible delivery was long took week to arrive,,"good enough coffee, capsules indeed nespresso compatible.  delivery was long, took a week to arrive ",['good enough coffee'],1,good enough coffee capsules indeed nespresso compatible delivery was long took week to arrive ,['delivery']
"not bad for a compatable product and has aluminium in yhe front and back.

coffee comes out a bit slow though",,PLID45018925,10/12/2020,4,2017-10-08,Caffe Molinari - Nespresso Compatible Oro Capsules,takealot,not bad for compatable product and has aluminium in yhe front and back coffee comes out bit slow though,,"not bad for a compatable product and has aluminium in yhe front and back.

coffee comes out a bit slow though ",[],1,not bad for compatable product and has aluminium in yhe front and back coffee comes out bit slow though ,[]
"taste is okay, better options available in other ranges.",,PLID54520256,10/12/2020,2,2020-07-28,Italian Coffee Crema - Nespresso compatible capsules,takealot,taste is okay better options available in other ranges,,"taste is okay, better options available in other ranges. ",['okay well option'],-1,taste is okay better options available in other ranges ,"['delivery', 'taste']"
strength rating indicated not accurate at all. coffee is much weaker than indicated.,,PLID70396040,10/12/2020,2,2020-12-06,Aluminium Coffee Capsules Selection Nespresso Compatible - 40,takealot,strength rating indicated not accurate at all coffee is much weaker than indicated,,strength rating indicated not accurate at all. coffee is much weaker than indicated. ,[],-1,strength rating indicated not accurate at all coffee is much weaker than indicated ,['price']
fantastic coffee product,,PLID70396040,10/12/2020,5,2020-12-02,Aluminium Coffee Capsules Selection Nespresso Compatible - 40,takealot,fantastic coffee product,,fantastic coffee product ,['fantastic coffee product'],1,fantastic coffee product ,['taste']
"capsules are good, quality is average
strength ratings are not accurate",,PLID70396040,10/12/2020,3,2020-12-01,Aluminium Coffee Capsules Selection Nespresso Compatible - 40,takealot,capsules are good quality is average strength ratings are not accurate,,"capsules are good, quality is average
strength ratings are not accurate ",[],-1,capsules are good quality is average strength ratings are not accurate ,['price']
"maybe i was expecting too much, but the coffee isn’t very good. lots of chicory taste, not befitting the price of the product. nowhere near nespresso pods and you’ll do better with cafeluxe pods",,PLID70396040,10/12/2020,2,2020-11-27,Aluminium Coffee Capsules Selection Nespresso Compatible - 40,takealot,maybe was expecting too much but the coffee isnt very good lots of chicory taste not befitting the price of the product nowhere near nespresso pods and youll do better with cafeluxe pods,,"maybe i was expecting too much, but the coffee isn’t very good. lots of chicory taste, not befitting the price of the product. nowhere near nespresso pods and you’ll do better with cafeluxe pods ",[],-1,maybe was expecting too much but the coffee isnt very good lots of chicory taste not befitting the price of the product nowhere near nespresso pods and youll do better with cafeluxe pods ,"['price', 'taste']"
fantastic,,PLID70396040,10/12/2020,5,2020-11-11,Aluminium Coffee Capsules Selection Nespresso Compatible - 40,takealot,fantastic,,fantastic ,[],1,fantastic ,['taste']
taste good,,PLID41472898,10/12/2020,5,2020-07-22,Nespresso Compatible Coffee Capsules - Bulk Special 50 (no Decaffe),takealot,taste good,,taste good ,[],1,taste good ,['taste']
good flavours and great taste at an affordable price. compatibility: works well with nespresso machines.,,PLID41472898,10/12/2020,4,2020-07-21,Nespresso Compatible Coffee Capsules - Bulk Special 50 (no Decaffe),takealot,good flavours and great taste at an affordable price compatibility works we will with nespresso machines,,good flavours and great taste at an affordable price. compatibility: works well with nespresso machines. ,"['great taste', 'affordable price']",1,good flavours and great taste at an affordable price compatibility works we will with nespresso machines ,"['price', 'taste']"
